File,Leda_ud,Leda_ur,Leda_pairwise_ud,Leda_pairwise_ur,Leda_balaban_ud,Leda_balaban_ur,Leda_trivial_ud,Leda_trivial_ur
/data/csv_files/1500-1485-1500-1489-1484_star_intersections_10_500.csv,540672,1081344,1781760,540672,1785856,270336,1769472,0
/data/csv_files/4-3-4-3-3_parallel_and_collinear_8.csv,2334720,2453504,0,0,1724416,0,0,0
/data/csv_files/3-2-3-2-2_multi_axis_5.csv,2334720,2453504,0,0,1724416,0,0,0
/data/csv_files/1665-1665-1665-1665-1665_rounding_s_3000.csv,Error,1712128,0,0,1351680,2162688,270336,811008
/data/csv_files/1500-1495-1500-1495-1495_star_intersections_9_3000.csv,2162688,2453504,0,540672,1351680,2433024,270336,811008
/data/csv_files/1667-1667-1667-1667-1667_rounding_m_3000.csv,Error,1675264,0,0,1351680,2162688,270336,811008
/data/csv_files/13500-13464-13500-13466-13464_star_intersections_10_4500.csv,6574080,8957952,2142208,4055040,2490368,3514368,540672,1081344
/data/csv_files/255428-255370-255428-255370-255370_star_intersections_6_s_1000.csv,85602304,118714368,37036032,70017024,540672,540672,0,270336
/data/csv_files/1-1-1-1-1_multi_axis_3.csv,2334720,2453504,0,0,1724416,0,0,0
/data/csv_files/2846973-2846973-2846973-2846973-2846973_random_s_5000.csv,980226048,1487704064,413614080,920805376,2490368,3784704,540672,1081344
/data/csv_files/3996408-3996408-3996408-3996408-3996408_star_intersections_6_l_4000.csv,1333735424,2046050304,580407296,1292664832,2191360,3096576,540672,1081344
/data/csv_files/461035-461035-461035-461035-461035_random_m_2000.csv,155774976,238043136,67043328,149225472,1081344,1622016,270336,540672
/data/csv_files/6251163-6251163-6251163-6251163-6251163_star_intersections_6_m_5000.csv,2129436672,3141857280,908021760,1920466944,2564096,3784704,540672,1081344
/data/csv_files/7428740-18900-7998000-2001-2001_star_intersections_4_m_4000.csv,1892352,1736704,0,0,1622016,2260992,540672,811008
/data/csv_files/248267-248267-248267-248267-248267_star_intersections_6_l_1000.csv,83484672,127561728,35954688,80289792,540672,811008,0,270336
/data/csv_files/1890805-7509-1999000-1001-1001_star_intersections_4_l_2000.csv,1081344,1081344,0,0,811008,1081344,270336,540672
/data/csv_files/6-3-6-3-3_multi_axis_4.csv,2334720,2453504,0,0,1724416,0,0,0
/data/csv_files/2-2-2-2-2_parallel_and_collinear_17.csv,2334720,2453504,0,0,1724416,0,0,0
/data/csv_files/3250-3242-3250-3242-3242_star_intersections_9_6500.csv,4153344,4825088,540672,811008,3497984,4935680,811008,1622016
/data/csv_files/0-0-0-0-0_parallel_and_collinear_18.csv,2334720,2453504,0,0,1724416,0,0,0
/data/csv_files/484915-484915-484915-484915-484915_clustered_xxxxxl_5.csv,164163584,250486784,70287360,156794880,2162688,3104768,540672,1081344
/data/csv_files/2-2-2-2-2_parallel_and_collinear_4.csv,2334720,2453504,0,0,0,0,0,0
/data/csv_files/555-555-555-555-555_rounding_m_1000.csv,Error,540672,0,0,540672,540672,0,0
/data/csv_files/462787-2460-499500-501-501_star_intersections_4_s_1000.csv,540672,540672,0,0,270336,540672,0,0
/data/csv_files/0-0-0-0-0_parallel_and_collinear_14.csv,2334720,2453504,0,0,1724416,0,0,0
/data/csv_files/1009947-1009947-1009947-1009947-1009947_star_intersections_6_l_2000.csv,337580032,517455872,146792448,326565888,1081344,1622016,270336,540672
/data/csv_files/8000000-343871-8000000-5999614-418435_star_intersections_8_m_4000.csv,32378880,1383747584,4055040,650686464,1646592,2281472,540672,811008
/data/csv_files/1-1-1-1-1_length_0_2.csv,2396160,2453504,0,0,1724416,0,0,0
/data/csv_files/300947-300947-300947-300947-300947_clustered_xxxl_5.csv,106856448,160624640,43524096,97320960,1351680,2162688,270336,811008
/data/csv_files/3-2-3-3-2_star_intersections_2.csv,2334720,2453504,0,0,1724416,0,0,0
/data/csv_files/3000-2977-3000-2986-2976_star_intersections_10_1000.csv,1351680,1892352,270336,811008,540672,540672,0,0
/data/csv_files/1-1-1-1-1_multi_axis_8.csv,2334720,2453504,0,0,1724416,0,0,0
/data/csv_files/8000000-299707-8000000-5833825-362645_star_intersections_7_s_4000.csv,Error,1339752448,3514368,627179520,1650688,2183168,540672,811008
/data/csv_files/8000000-299967-8000000-5838013-358626_star_intersections_7_m_4000.csv,30932992,1340829696,3244032,627449856,1650688,2269184,540672,811008
/data/csv_files/1-1-1-1-1_multi_axis_7.csv,2334720,2453504,0,0,1724416,0,0,0
/data/csv_files/3983232-3983232-3983232-3983232-3983232_star_intersections_6_m_4000.csv,1329733632,1974808576,578519040,1223540736,2195456,3100672,540672,1081344
/data/csv_files/16500-16416-16500-16460-16426_star_intersections_10_5500.csv,8065024,10670080,2162688,5136384,2973696,4055040,540672,1081344
/data/csv_files/12500000-499381-12500000-9373704-630160_star_intersections_8_l_5000.csv,55091200,2020044800,5947392,935874560,1892352,2732032,540672,1081344
/data/csv_files/12500000-499036-12500000-9374121-613847_star_intersections_8_s_5000.csv,51081216,2176765952,5947392,1010790400,1892352,2805760,540672,1081344
/data/csv_files/8000000-347865-8000000-5999379-438633_star_intersections_8_l_4000.csv,37797888,1283522560,4325376,600666112,1650688,2433024,540672,1081344
